scan_id,pattern,type,current_scanGroupId,carrier,carrierId,current_scan_group,proposed_scan_group,scanGroupId
merchandise missing balance being returned ups will notify the sender with details of the damage-UPS UK-Some merchandise missing or discarded as damaged,merchandise missing balance being returned ups will notify the sender with details of the damage,RegEx,f7ef227a-2c2b-4fb2-a2df-7744e835fe36,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Some merchandise missing or discarded as damaged,Contents damaged and balance being returned,8af1aaaa-7cb5-4ba1-b340-7bd61b485b16
your delivery has been rescheduled due to the holiday-UPS UK-Delivery rescheduled,your delivery has been rescheduled due to the holiday,RegEx,4baae71a-4579-4fed-860a-05da3b13ddc9,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivery rescheduled,Delivery rescheduled due to holiday closures,4b22eecd-bdb4-4030-a64b-f7f1f7a8bf37
damage investigation currently in progress-UPS UK-Investigation opened for lost package,damage investigation currently in progress,RegEx,04815b19-8a89-4d13-8e71-a4c59981518d,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Investigation opened for lost package,Internal activity scan,91349ad2-8859-4778-a6a2-a280b3e2a2e8
we missed you we are taking your package to a local ups access point next business day for customer pickup-UPS UK-Delivery to pick-up point pending,we missed you we are taking your package to a local ups access point next business day for customer pickup,RegEx,836f52ff-3538-4879-9a97-d681154a864f,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivery to pick-up point pending,Delivery attempted. Receiver not available for delivery. Shipment to be delivered to a nearby pick-up point.,66fc71f9-e01b-4b87-9138-14ebf068c01e
the damage inspection request has been reissued-UPS UK-Delivered to neighbour,the damage inspection request has been reissued,RegEx,5e415cf1-6bd2-4698-982e-5785ebedf07a,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivered to neighbour,Inspection of damaged contents scheduled,0c462958-ce7f-4593-a2ee-3b16ebbab29f
we are returning the package to the sender as the receiver requested-UPS UK-Return of the package requested,we are returning the package to the sender as the receiver requested,RegEx,e2dfa742-6a87-4e30-97a6-eafec17c2edf,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Return of the package requested,Shipment to be returned,5ea46330-cc6d-4f62-b891-7e347342f3dd
ups cannot deliver to p o boxes we ll deliver the package to the updated address-UPS UK-Carrier is unable to deliver to the PO Box address and is attempting to locate an alternative address,ups cannot deliver to p o boxes we ll deliver the package to the updated address,RegEx,cabd1ecd-a9af-41b9-813e-78fd02c44d3d,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier is unable to deliver to the PO Box address and is attempting to locate an alternative address,Unable to deliver to PO box,d86a37bc-9600-4e7b-8b72-99009f73ee1b
undeclared hazardous material identified in package contents-UPS UK-Shipment contains hazardous material,undeclared hazardous material identified in package contents,RegEx,1555d69f-6100-404f-a807-fa3702bf776b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment contains hazardous material,Shipment on hold due to restricted items,7a674ef1-16cd-49c7-947a-fee0deb8725d
unauthorized hazardous material identified in package contents-UPS UK-Shipment contains hazardous material,unauthorized hazardous material identified in package contents,RegEx,1555d69f-6100-404f-a807-fa3702bf776b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment contains hazardous material,Shipment on hold due to restricted items,7a674ef1-16cd-49c7-947a-fee0deb8725d
as requested by the sender the delivery change for this package was completed-UPS UK-Request to reschedule delivery,as requested by the sender the delivery change for this package was completed,RegEx,399c081b-ae68-4372-9034-172fcc2619f3,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Request to reschedule delivery,Delivery rescheduled,4baae71a-4579-4fed-860a-05da3b13ddc9
deliver to a ups access point location-UPS UK-Delivery to pick-up point requested,deliver to a ups access point location,RegEx,e91cdab5-9f28-4c32-ac82-5b052f3c3978,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivery to pick-up point requested,Delivery to pick-up point pending,836f52ff-3538-4879-9a97-d681154a864f
unable to contact customer at primary number-UPS UK-Unable to contact receiver,unable to contact customer at primary number,RegEx,305edab0-4c35-4bd1-85c6-1f991389ccbb,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Unable to contact receiver,Valid receiver's contact information required,ac2ea6ba-0e4d-4a6d-9710-b986c170f65e
the company or receiver name is incorrect we re working to contact the receiver for information-UPS UK-Incomplete or incorrect delivery address. Additional information or directions needed for delivery.,the company or receiver name is incorrect we re working to contact the receiver for information,RegEx,09d773ea-c117-40a5-849e-d4f927bc016f,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Incomplete or incorrect delivery address. Additional information or directions needed for delivery.,Correct company or receiver name needed for delivery,26fc15fd-0457-44b8-8f91-b96b13ce2809
we were unable to deliver your package it s on the way to a secure ups access point location for pick up-UPS UK-Delivery to pick-up point pending,we were unable to deliver your package it s on the way to a secure ups access point location for pick up,RegEx,836f52ff-3538-4879-9a97-d681154a864f,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivery to pick-up point pending,Delivery attempted. Receiver not available for delivery. Shipment to be delivered to a nearby pick-up point.,66fc71f9-e01b-4b87-9138-14ebf068c01e
your pkg has been delayed due to missing clearance information we are attempting to obtain information from the shipper-UPS UK-Additional information or paperwork required for customs clearance,your pkg has been delayed due to missing clearance information we are attempting to obtain information from the shipper,RegEx,41d9399a-3514-420d-a36b-53c539b89423,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Additional information or paperwork required for customs clearance,Missing or incomplete export documentation,670d81f1-0218-4fb2-848d-6a3bd0098713
we were unable to deliver your package it s on the way to a ups access point location next business day for pick up-UPS UK-Delivery to pick-up point pending,we were unable to deliver your package it s on the way to a ups access point location next business day for pick up,RegEx,836f52ff-3538-4879-9a97-d681154a864f,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivery to pick-up point pending,Delivery attempted. Receiver not available for delivery. Shipment to be delivered to a nearby pick-up point.,66fc71f9-e01b-4b87-9138-14ebf068c01e
"the commodity value of your package exceeds the limit we allow-UPS UK-Due to commodity or weight, your package is being held to verify value.",the commodity value of your package exceeds the limit we allow,RegEx,e4f3df0c-b4df-45c8-b441-b3d1c235d7d1,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,"Due to commodity or weight, your package is being held to verify value.",Shipment is held due to unrealistic value,617f7ef7-9c07-40b8-aaf7-59782380955d
due to an operational delay your package delivery has been postponed by one business day-UPS UK-Carrier error delayed delivery,due to an operational delay your package delivery has been postponed by one business day,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Delay due to operational reasons,e672ed4a-8ffd-4538-bf6d-442c48130d28
ups is unable to deliver the package because the address is incomplete attempts to obtain address information were unsuccessful package is being returned to sender-UPS UK-Returned to sender,ups is unable to deliver the package because the address is incomplete attempts to obtain address information were unsuccessful package is being returned to sender,RegEx,9d2bfb98-0f46-4d06-957b-1bd9fef410ab,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Returned to sender,Package returned to sender due to incomplete address,02ab7ae4-cd67-4792-bdc2-379c0123fe70
your package exceeds the maximum length we can accept-UPS UK-Package exceeds maximum weight,your package exceeds the maximum length we can accept,RegEx,620b8c95-f501-4344-a88e-80f651a0a6d0,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Package exceeds maximum weight,Package too large for delivery,7891d2ea-6ba2-4ff1-bc18-c7573715fb6c
the package has been sent to ups lost and found-UPS UK-Shipment located and en route to destination,the package has been sent to ups lost and found,RegEx,3b062e72-8d71-4498-99ed-d9aa45306016,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Shipment located and en route to destination,Package sent to lost and found,7796aad9-589d-42bd-81ce-d9245f592433
signed delivery notice-UPS UK-Delivered,signed delivery notice,RegEx,d583ab1d-2667-419c-b84e-4320192e1825,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delivered,Internal activity scan,91349ad2-8859-4778-a6a2-a280b3e2a2e8
your shipment s commercial invoice is incomplete or missing if you are the sender please submit a valid invoice or provide the needed information to resume the transit journey-UPS UK-Additional information or paperwork required for customs clearance,your shipment s commercial invoice is incomplete or missing if you are the sender please submit a valid invoice or provide the needed information to resume the transit journey,RegEx,41d9399a-3514-420d-a36b-53c539b89423,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Additional information or paperwork required for customs clearance,Missing or incomplete export documentation,670d81f1-0218-4fb2-848d-6a3bd0098713
your package has been delayed due to a security check-UPS UK-Held for inspection by government agency,your package has been delayed due to a security check,RegEx,e197487d-bc6b-48e8-a617-3b80bfc78144,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Held for inspection by government agency,Security Inspection completed,b84a037a-53a0-40f0-865f-8b555affc746
the receiver has requested that we make an appointment for delivery-UPS UK-Requested instructions received,the receiver has requested that we make an appointment for delivery,RegEx,ef214afd-cf13-4824-b611-2b01018148a0,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Requested instructions received,On hold - Pending delivery book-in with receiver (Scheduled delivery),afe00404-5d36-4834-ab66-6dc657df4124
a non ups labor dispute has delayed delivery until the next business day-UPS UK-Delayed due to circumstances beyond our control - Corrective action underway,a non ups labor dispute has delayed delivery until the next business day,RegEx,da51b056-3d09-4978-ab8e-695c2852f981,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delayed due to circumstances beyond our control - Corrective action underway,Delay due to industrial action,a0e2ecb5-bd0e-4e70-b7fb-66f36af15e1d
previous local labor dispute has caused delays recovery efforts are under way to deliver your pkg as soon as possible-UPS UK-Delayed due to circumstances beyond our control - Corrective action underway,previous local labor dispute has caused delays recovery efforts are under way to deliver your pkg as soon as possible,RegEx,da51b056-3d09-4978-ab8e-695c2852f981,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delayed due to circumstances beyond our control - Corrective action underway,Delay due to industrial action,a0e2ecb5-bd0e-4e70-b7fb-66f36af15e1d
this delivery was made after the ups service commitment time of 10 30 a m-UPS UK-Carrier error delayed delivery,this delivery was made after the ups service commitment time of 10 30 a m,RegEx,ea0d4eb0-2f76-4002-bbd7-1e853a32948b,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier error delayed delivery,Internal activity scan,91349ad2-8859-4778-a6a2-a280b3e2a2e8
a work stoppage at the receiver s location has prevented delivery-UPS UK-Delayed due to circumstances beyond our control - Corrective action underway,a work stoppage at the receiver s location has prevented delivery,RegEx,da51b056-3d09-4978-ab8e-695c2852f981,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Delayed due to circumstances beyond our control - Corrective action underway,Delay due to industrial action,a0e2ecb5-bd0e-4e70-b7fb-66f36af15e1d
we ve requested a modified intercept for this package-UPS UK-Carrier misrouted the shipment - Corrective action underway,we ve requested a modified intercept for this package,RegEx,063db3fe-b8dc-4500-a63e-96a2441b08f3,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Carrier misrouted the shipment - Corrective action underway,Package has been re-directed to the destination,0675fba7-8474-4654-bce9-579e163a4595
ups access point location closed and package not delivered another attempt will be made to ups access point location-UPS UK-Unable to deliver to pick-up point - Re-attempt on the next business day,ups access point location closed and package not delivered another attempt will be made to ups access point location,RegEx,205b64f8-74d0-4bfe-8c13-b1ac717a34b8,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Unable to deliver to pick-up point - Re-attempt on the next business day,Unable to deliver to pick-up point. Contact carrier for alternative arrangements,c353684f-6816-41fc-bcbd-28d129ab40d0
/ the package is undeliverable and is in the process of being disposed of according to the local guidelines-UPS UK-Unable to deliver,/ the package is undeliverable and is in the process of being disposed of according to the local guidelines,RegEx,67224b76-1437-4890-877c-d375005362a8,UPS UK,0bb863db-1a5d-4688-8212-a842ab236726,Unable to deliver,Parcel disposed of,1a43aeea-2cae-4521-a88d-36cbf583d163
